Index	ENCFF	ChIP-CellLine	TF-Target	Enh-CellLine	Poisson-statistic	P-value	CorrectedP-value	IsEnriched
3110	ENCFF144OPN	MCF-7	HES1	K562	12.084880828376733	0.0	0.0	1
3111	ENCFF144ZLB	K562	TSHZ1	K562	30.456891836481194	0.0	0.0	1
3112	ENCFF146GZZ	K562	ZBTB33	K562	24.964809890140767	0.0	0.0	1
3113	ENCFF147IAH	K562	MCM2	K562	7.745966692414833	1.7865326185404312e-24	1.785797118034152e-23	1
3114	ENCFF148RPN	HepG2	ZBTB24	K562	14.056420203862956	0.0	0.0	1
3115	ENCFF148YMC	K562	SMARCE1	K562	98.14381558465442	0.0	0.0	1
3116	ENCFF149QHA	HepG2	ZBTB3	K562	34.98277664495285	0.0	0.0	1
3117	ENCFF150NHK	HepG2	SMARCC2	K562	14.716137638467663	0.0	0.0	1
3118	ENCFF150PTQ	MCF-7	RFX1	K562	35.66399060914091	0.0	0.0	1
3119	ENCFF154DSR	HepG2	ZSCAN5A	K562	39.65852436796664	0.0	0.0	1
3120	ENCFF154IVU	K562	BHLHE40	K562	78.58749778353074	0.0	0.0	1
3121	ENCFF154VTV	HepG2	GATA4	K562	39.669932410984664	0.0	0.0	1
3122	ENCFF155CEQ	HepG2	RAD21	K562	45.97041683229301	0.0	0.0	1
3123	ENCFF155LGO	A549	CEBPB	K562	29.587410214882333	0.0	0.0	1
3124	ENCFF155NXO	HepG2	ZNF704	K562	39.126066287823384	0.0	0.0	1
3125	ENCFF156EZP	K562	ZNF655	K562	14.46705227533973	0.0	0.0	1
3126	ENCFF156GHD	K562	CC2D1A	K562	76.12524156363456	0.0	0.0	1
3127	ENCFF156UNQ	HepG2	HMG20A	K562	40.91865923729056	0.0	0.0	1
3128	ENCFF158BJH	HepG2	GATAD2A	K562	64.8264634086121	0.0	0.0	1
3129	ENCFF158YBV	MCF-7	GABPA	K562	24.839935035780496	0.0	0.0	1
3130	ENCFF159END	K562	ZNF717	K562	21.260151869611413	0.0	0.0	1
3131	ENCFF160KBR	MCF-7	RCOR1	K562	26.962263969918244	0.0	0.0	1
3132	ENCFF160TJG	MCF-7	ZBTB40	K562	32.95002138599552	0.0	0.0	1
3133	ENCFF161TZL	HepG2	JARID2	K562	28.70007207084253	0.0	0.0	1
3134	ENCFF162UZN	HepG2	ADNP	K562	25.245610530219608	0.0	0.0	1
3135	ENCFF162YBD	HepG2	PROX1	K562	44.69957461132223	0.0	0.0	1
3136	ENCFF163LGN	HepG2	FOXP4	K562	54.38865955521065	0.0	0.0	1
3137	ENCFF164JZB	HepG2	RFX3	K562	23.964432415674075	0.0	0.0	1
3138	ENCFF165EYN	HepG2	HBP1	K562	44.565075658411395	0.0	0.0	1
3139	ENCFF165IYE	HepG2	PAWR	K562	23.376501273560372	0.0	0.0	1
3140	ENCFF165JQS	K562	ZNF778	K562	6.620925339193346	2.2924330787918215e-17	2.255296818441995e-16	1
3141	ENCFF165MOD	HepG2	ARID2	K562	39.865139876522804	0.0	0.0	1
3142	ENCFF166QJY	HepG2	NFYA	K562	47.992184713254105	0.0	0.0	1
3143	ENCFF167CQF	K562	EP400	K562	100.34746662233283	0.0	0.0	1
3144	ENCFF169AWH	K562	ZNF134	K562	41.00963910634215	0.0	0.0	1
3145	ENCFF169BSN	A549	HDAC2	K562	18.34508285215203	0.0	0.0	1
3146	ENCFF169MAE	K562	NFIC	K562	85.03560289743639	0.0	0.0	1
3147	ENCFF169QCM	A549	ELF1	K562	46.38141435183744	0.0	0.0	1
3148	ENCFF169QYL	K562	ZNF165	K562	32.94049592904639	0.0	0.0	1
3149	ENCFF170GIQ	HepG2	ZNF652	K562	34.200046108713124	0.0	0.0	1
3150	ENCFF171NEU	K562	SP1	K562	51.464155016548204	0.0	0.0	1
3151	ENCFF171VVS	HepG2	GTF2F1	K562	34.05338206401807	0.0	0.0	1
3152	ENCFF172LIW	HepG2	ATF7-NPFF	K562	45.668346641770256	0.0	0.0	1
3153	ENCFF173QUY	K562	E2F5	K562	35.59042311515598	0.0	0.0	1
3154	ENCFF174JHS	HepG2	PATZ1	K562	61.36759760904779	0.0	0.0	1
3155	ENCFF175FFY	HepG2	POGZ	K562	55.820154926725706	0.0	0.0	1
3156	ENCFF176MDV	K562	SAFB2	K562	2.1293247106595037	0.00615876316130011	0.05797087326833127	0
3157	ENCFF179LFO	HepG2	SNAI1	K562	37.04304991074047	0.0	0.0	1
3158	ENCFF179WDI	A549	RFX5	K562	32.10270617775857	0.0	0.0	1
3159	ENCFF180KAV	K562	HEY1	K562	33.598177345032155	0.0	0.0	1
3160	ENCFF180WMP	HepG2	ZBTB37	K562	28.538827309996947	0.0	0.0	1
3161	ENCFF180XUM	K562	ZNF3	K562	23.92895237961178	0.0	0.0	1
3162	ENCFF180XXZ	MCF-7	MTA2	K562	6.260739877757406	3.878471358405338e-14	3.787816064059728e-13	1
3163	ENCFF182FNR	HepG2	SAP130	K562	75.983744675108	0.0	0.0	1
3164	ENCFF184PHK	MCF-7	CUX1	K562	24.399678005465287	0.0	0.0	1
3165	ENCFF185KMK	K562	HMGXB4	K562	43.55719749199893	0.0	0.0	1
3166	ENCFF185UUT	MCF-7	ESR1	K562	33.66144926006495	0.0	0.0	1
3167	ENCFF186RPU	HepG2	ZNF225	K562	37.22974342061438	0.0	0.0	1
3168	ENCFF187BVL	K562	STAT5A	K562	69.62225357883614	0.0	0.0	1
3169	ENCFF187WJM	HepG2	ATM	K562	6.052019614762289	9.765189986095099e-14	9.529988819907954e-13	1
3170	ENCFF188PLS	K562	MECOM	K562	59.1350743915778	0.0	0.0	1
3171	ENCFF189OHQ	K562	EHMT2	K562	65.52416478759176	0.0	0.0	1
3172	ENCFF189PKJ	HepG2	ZNF883	K562	43.35714456998918	0.0	0.0	1
3173	ENCFF189UXQ	HepG2	TOE1	K562	13.04394920558327	0.0	0.0	1
3174	ENCFF190LEQ	HepG2	GZF1	K562	34.30673843861699	0.0	0.0	1
3175	ENCFF191NVV	HepG2	ETS1	K562	34.01748412821592	0.0	0.0	1
3176	ENCFF192ASP	K562	ATF2	K562	55.709010219193274	0.0	0.0	1
3177	ENCFF192BPQ	MCF-7	ZBTB1	K562	4.222041356016116	5.167263674592604e-07	4.941968528624398e-06	1
3178	ENCFF192MEM	K562	ZNF175	K562	77.67661789033308	0.0	0.0	1
3179	ENCFF193BGB	K562	ZNF397	K562	31.289394262373982	0.0	0.0	1
3180	ENCFF195YGC	K562	AFF1	K562	76.0712476016959	0.0	0.0	1
3181	ENCFF195YPT	HepG2	ZBED5	K562	25.309692954265383	0.0	0.0	1
3182	ENCFF197CVM	MCF-7	ZNF217	K562	53.92990669955103	0.0	0.0	1
3183	ENCFF197SXI	K562	FOXA3	K562	53.44601237757417	0.0	0.0	1
3184	ENCFF197YSM	HepG2	KAT8	K562	64.42215070625008	0.0	0.0	1
3185	ENCFF198GZQ	HepG2	TBP	K562	50.91269583087991	0.0	0.0	1
3186	ENCFF198NGY	K562	ELK3	K562	22.765004479561824	0.0	0.0	1
3187	ENCFF198OOM	HepG2	SPEN	K562	56.223323657111166	0.0	0.0	1
3188	ENCFF199CQK	K562	TAF7	K562	55.98782872138566	0.0	0.0	1
3189	ENCFF199GFU	K562	NR2C1	K562	77.43599684333519	0.0	0.0	1
3190	ENCFF199NUD	HepG2	KAT7	K562	47.2802460896744	0.0	0.0	1
3191	ENCFF200SDQ	HepG2	REST	K562	3.225901482431865	0.00021724709204923667	0.002058637650318031	1
3192	ENCFF201DBE	A549	RARB	K562	27.52559531258832	0.0	0.0	1
3193	ENCFF202WIO	HepG2	PHF8	K562	30.795744654196067	0.0	0.0	1
3194	ENCFF206BGR	K562	ATF1	K562	69.0493855386138	0.0	0.0	1
3195	ENCFF206KPV	HepG2	SMAD3	K562	50.27494125374784	0.0	0.0	1
3196	ENCFF206LMB	K562	THAP12	K562	45.543528970196704	0.0	0.0	1
3197	ENCFF207MLR	K562	ZNF408	K562	7.857253409135988	9.068516233693722e-24	9.058021822408128e-23	1
3198	ENCFF207XCM	K562	ZNF140	K562	16.586232107503783	0.0	0.0	1
3199	ENCFF208OME	K562	ZNF700	K562	27.462403815713703	0.0	0.0	1
3200	ENCFF209DVO	K562	ZBTB2	K562	73.7520972469599	0.0	0.0	1
3201	ENCFF209MHH	HepG2	CERS6	K562	18.18277031582184	0.0	0.0	1
3202	ENCFF209WPT	K562	TEAD2	K562	40.16214403279447	0.0	0.0	1
3203	ENCFF209ZVL	A549	HES2	K562	16.16859222614903	0.0	0.0	1
3204	ENCFF211TTD	K562	NONO	K562	27.97950091282375	0.0	0.0	1
3205	ENCFF214ICQ	MCF-7	ESRRA	K562	25.318140334006024	0.0	0.0	1
3206	ENCFF214SNH	K562	TEAD1	K562	66.74270559458031	0.0	0.0	1
3207	ENCFF215FJJ	HepG2	ZNF841	K562	22.523300500760286	0.0	0.0	1
3208	ENCFF215JWS	K562	PHF21A	K562	45.35830695050962	0.0	0.0	1
3209	ENCFF215KQQ	A549	POLR2AphosphoS2	K562	13.195752312586148	0.0	0.0	1
3210	ENCFF215UIS	HepG2	ZNF660	K562	15.461765830504664	0.0	0.0	1
3211	ENCFF216ISR	HepG2	NR1H2	K562	24.28205811387096	0.0	0.0	1
3212	ENCFF216JWP	HepG2	ZNF710	K562	48.22291529350939	0.0	0.0	1
3213	ENCFF216KLB	HepG2	ZFP91	K562	66.04623571220924	0.0	0.0	1
3214	ENCFF216VXG	HepG2	ZNF580	K562	53.79563426768171	0.0	0.0	1
3215	ENCFF217LXF	K562	SMARCB1	K562	33.31749036425603	0.0	0.0	1
3216	ENCFF217MBF	K562	SRSF7	K562	5.235496720603443	1.3491758391680825e-11	1.3088114262294457e-10	1
3217	ENCFF217STG	HepG2	EEA1	K562	32.87027380286564	0.0	0.0	1
3218	ENCFF217XUD	HepG2	GABPB1	K562	65.07433059806486	0.0	0.0	1
3219	ENCFF219NIA	K562	ZNF740	K562	39.09113914278891	0.0	0.0	1
3220	ENCFF220RUS	MCF-7	SIN3A	K562	56.36246014934653	0.0	0.0	1
3221	ENCFF221TRR	K562	E2F4	K562	33.85795388054425	0.0	0.0	1
3222	ENCFF222FLQ	HepG2	SSRP1	K562	34.63082150140017	0.0	0.0	1
3223	ENCFF222VDW	MCF-7	FOXK2	K562	10.583752624527039	0.0	0.0	1
3224	ENCFF223BRJ	MCF-7	ZNF579	K562	35.81975950969022	0.0	0.0	1
3225	ENCFF224RFJ	HepG2	ZFP62	K562	15.280870264174922	0.0	0.0	1
3226	ENCFF225FXI	MCF-7	KLF9	K562	37.178337019769735	0.0	0.0	1
3227	ENCFF227RXB	HepG2	TRIM24	K562	16.759841182677228	0.0	0.0	1
3228	ENCFF228CDD	A549	TCF12	K562	57.43849575224086	0.0	0.0	1
3229	ENCFF229WDE	HepG2	ZMYM4	K562	61.981329037407065	0.0	0.0	1
3230	ENCFF230DZT	K562	ZC3H8	K562	26.93562558623391	0.0	0.0	1
3231	ENCFF230KZH	HepG2	ZNF775	K562	26.987738597917552	0.0	0.0	1
3232	ENCFF230OBH	HepG2	ASH2L	K562	63.74059525742442	0.0	0.0	1
3233	ENCFF230YBC	HepG2	ZNF3	K562	27.769753836582	0.0	0.0	1
3234	ENCFF233BHX	HepG2	NRL	K562	45.759338112684176	0.0	0.0	1
3235	ENCFF233OIC	HepG2	ZNF512	K562	24.19711058102706	0.0	0.0	1
3236	ENCFF233ZOX	HepG2	ZNF292	K562	44.39876136759591	0.0	0.0	1
3237	ENCFF236CPT	HepG2	ZNF367	K562	26.265311578675316	0.0	0.0	1
3238	ENCFF237AST	HepG2	ZNF33A	K562	28.46501117146077	0.0	0.0	1
3239	ENCFF238QAG	MCF-7	TRIM22	K562	44.34474634420091	0.0	0.0	1
3240	ENCFF238XIA	K562	TGIF2	K562	24.21681041272095	0.0	0.0	1
3241	ENCFF239GSE	HepG2	SMARCE1	K562	5.9532874979591455	1.2652912634545141e-13	1.2345909517644833e-12	1
3242	ENCFF239IMY	HepG2	MYC	K562	59.51245671670392	0.0	0.0	1
3243	ENCFF239LRW	HepG2	SUZ12	K562	20.029187083313477	0.0	0.0	1
3244	ENCFF240ZHW	MCF-7	CEBPB	K562	37.159585230722215	0.0	0.0	1
3245	ENCFF241YGM	HepG2	MATR3	K562	6.468411023018217	1.2569675886646397e-16	1.2343384264235415e-15	1
3246	ENCFF242AOL	K562	ZEB2	K562	83.40992499447918	0.0	0.0	1
3247	ENCFF243JXS	HepG2	SMAD1	K562	39.253350319659866	0.0	0.0	1
3248	ENCFF245JPK	K562	OTX1	K562	52.700183554524465	0.0	0.0	1
3249	ENCFF245TLY	HepG2	FLYWCH1	K562	23.123243190976044	0.0	0.0	1
3250	ENCFF245XOL	HepG2	E2F4	K562	53.00326366426955	0.0	0.0	1
3251	ENCFF247VVK	MCF-7	YBX1	K562	4.199164245010897	2.278414726756778e-06	2.172867679530987e-05	1
3252	ENCFF249NCB	HepG2	PREB	K562	17.90652010050362	0.0	0.0	1
3253	ENCFF249WHV	HepG2	ZNF571	K562	29.313866769130723	0.0	0.0	1
3254	ENCFF250DNU	HepG2	CEBPZ	K562	8.496366027000889	0.0	0.0	1
3255	ENCFF251TUO	HepG2	FOXA3	K562	58.460312020422634	0.0	0.0	1
3256	ENCFF252CVY	HepG2	PAF1	K562	17.527906372555464	0.0	0.0	1
3257	ENCFF253UAF	K562	ZNF280B	K562	14.252020162322514	0.0	0.0	1
3258	ENCFF254ZSQ	HepG2	CSRNP2	K562	16.24476170989883	0.0	0.0	1
3259	ENCFF255HEF	K562	ZNF407	K562	31.02195052599116	0.0	0.0	1
3260	ENCFF255QEY	HepG2	ZNF616	K562	34.17392091452706	0.0	0.0	1
3261	ENCFF257BGF	HepG2	KLF16	K562	59.76482260762269	0.0	0.0	1
3262	ENCFF257CCO	HepG2	NFYB	K562	42.711571605904446	0.0	0.0	1
3263	ENCFF257JVF	HepG2	MNT	K562	37.484051983113076	0.0	0.0	1
3264	ENCFF257NOX	K562	SIN3B	K562	39.58934535716862	0.0	0.0	1
3265	ENCFF258GDS	K562	BRCA1	K562	1.996079260925953	0.016627071527354594	0.15625928552451085	0
3266	ENCFF258MNE	HepG2	ARID4A	K562	67.66185833041564	0.0	0.0	1
3267	ENCFF258PLH	K562	FOS	K562	45.17697856104041	0.0	0.0	1
3268	ENCFF258VTL	MCF-7	ZNF24	K562	30.419455067370823	0.0	0.0	1
3269	ENCFF258XBJ	K562	CBX2	K562	-2.576784044354768	0.9921707198355553	1.0	0
3270	ENCFF259PTV	HepG2	ZNF570	K562	21.85234010343562	0.0	0.0	1
3271	ENCFF259UJN	HepG2	ZNF549	K562	17.27057570269789	0.0	0.0	1
3272	ENCFF260APL	HepG2	FOXK2	K562	31.499691492817313	0.0	0.0	1
3273	ENCFF260FYO	HepG2	CEBPA	K562	52.00094979801577	0.0	0.0	1
3274	ENCFF261DZR	MCF-7	ATF7	K562	28.62734778904168	0.0	0.0	1
3275	ENCFF261NJZ	HepG2	ZNF460	K562	29.009332058530163	0.0	0.0	1
3276	ENCFF262CSX	HepG2	ZNF713	K562	28.33787920858058	0.0	0.0	1
3277	ENCFF264GAF	HepG2	HLF	K562	34.59131026580899	0.0	0.0	1
3278	ENCFF265KKE	K562	NELFE	K562	11.448119195958075	0.0	0.0	1
3279	ENCFF265MQC	K562	ZNF324	K562	31.645472998354165	0.0	0.0	1
3280	ENCFF265QIF	HepG2	ZNF670	K562	44.53850938398806	0.0	0.0	1
3281	ENCFF266MUT	K562	LCOR	K562	75.54697364165415	0.0	0.0	1
3282	ENCFF266YHW	K562	MAX	K562	75.93608070376216	0.0	0.0	1
3283	ENCFF267ADR	HepG2	RERE	K562	34.74595820278438	0.0	0.0	1
3284	ENCFF267OGF	K562	SMARCA4	K562	103.20958649029215	0.0	0.0	1
3285	ENCFF269PAM	K562	TFAM	K562	-1.495602160094825	0.9083782031047026	1.0	0
3286	ENCFF270ONC	HepG2	GLYR1	K562	48.363590019878686	0.0	0.0	1
3287	ENCFF270TMW	K562	ZC3H4	K562	29.973221924583395	0.0	0.0	1
3288	ENCFF270TSN	K562	ARID3B	K562	26.734629423727736	0.0	0.0	1
3289	ENCFF272IPH	HepG2	ZNF337	K562	36.107568409666044	0.0	0.0	1
3290	ENCFF273KIA	K562	JUND	K562	93.35754872978407	0.0	0.0	1
3291	ENCFF278BHW	A549	JUNB	K562	41.40664860431886	0.0	0.0	1
3292	ENCFF278CIM	HepG2	TSC22D2	K562	40.199422490145864	0.0	0.0	1
3293	ENCFF280AIK	K562	MTA3	K562	91.54073336394293	0.0	0.0	1
3294	ENCFF281CNU	MCF-7	ZNF574	K562	24.77048951705893	0.0	0.0	1
3295	ENCFF282KHW	K562	MCM5	K562	4.300594226549959	1.9027415770371282e-07	1.8227099745150489e-06	1
3296	ENCFF283FBB	MCF-7	MSX2	K562	29.600674479354517	0.0	0.0	1
3297	ENCFF283UWH	K562	ZNF148	K562	73.18943792570326	0.0	0.0	1
3298	ENCFF284FTY	K562	BDP1	K562	10.565955120768924	0.0	0.0	1
3299	ENCFF285KBA	MCF-7	SNIP1	K562	21.889250050270658	0.0	0.0	1
3300	ENCFF285MHB	K562	HOXB6	K562	21.796585507020932	0.0	0.0	1
3301	ENCFF285TMA	K562	FIP1L1	K562	39.56389552973346	0.0	0.0	1
3302	ENCFF286IPW	K562	YBX1	K562	8.554795472840627	0.0	0.0	1
3303	ENCFF287TUA	HepG2	NAIF1	K562	42.187321518041635	0.0	0.0	1
3304	ENCFF288BSV	HepG2	TERF1	K562	19.97269936486057	0.0	0.0	1
3305	ENCFF288NCG	HepG2	ZKSCAN8	K562	45.14156691134287	0.0	0.0	1
3306	ENCFF289LLT	K562	SMC3	K562	51.087835875180595	0.0	0.0	1
3307	ENCFF290CNC	MCF-7	MAZ	K562	46.411048135252976	0.0	0.0	1
3308	ENCFF290DJX	MCF-7	EP300	K562	24.846247795629417	0.0	0.0	1
3309	ENCFF290IVM	HepG2	KLF6	K562	48.82669545869755	0.0	0.0	1
3310	ENCFF290UUF	HepG2	ZNF30	K562	25.332089633167723	0.0	0.0	1
3311	ENCFF291LHW	HepG2	ZFY	K562	61.98767767116639	0.0	0.0	1
3312	ENCFF292HSS	K562	ZBTB17	K562	65.04254238313808	0.0	0.0	1
3313	ENCFF292XSQ	HepG2	TARDBP	K562	27.300353507554828	0.0	0.0	1
3314	ENCFF293HRO	HepG2	SFPQ	K562	7.404110468037252	1.5013170686364083e-21	1.4909614167505943e-20	1
3315	ENCFF293NUD	HepG2	ZKSCAN1	K562	26.98842168890416	0.0	0.0	1
3316	ENCFF294DQQ	HepG2	ZNF160	K562	39.845584802107524	0.0	0.0	1
3317	ENCFF295XBK	K562	ZNF263	K562	55.499710792682244	0.0	0.0	1
3318	ENCFF295XCB	K562	ZNF444	K562	31.87897031055562	0.0	0.0	1
3319	ENCFF295YRT	K562	GATAD2A	K562	67.14483500310048	0.0	0.0	1
3320	ENCFF296WYX	HepG2	ZNF691	K562	47.01524554260895	0.0	0.0	1
3321	ENCFF298ZCT	A549	FOSL2	K562	37.56410029636866	0.0	0.0	1
3322	ENCFF300AER	HepG2	ZNF17	K562	18.088728518662155	0.0	0.0	1
3323	ENCFF301CNM	HepG2	CEBPB	K562	33.204335588162834	0.0	0.0	1
3324	ENCFF302AZX	HepG2	MYPOP	K562	53.97678904149681	0.0	0.0	1
3325	ENCFF302RKX	MCF-7	OTX1	K562	23.66122681148544	0.0	0.0	1
3326	ENCFF304PQQ	K562	LARP7	K562	41.96498415753122	0.0	0.0	1
3327	ENCFF305XQM	K562	ZNF76	K562	44.13005746484025	0.0	0.0	1
3328	ENCFF306TAD	K562	SNRNP70	K562	10.885318692534648	0.0	0.0	1
3329	ENCFF306ZFX	HepG2	NFE2	K562	27.09625463492835	0.0	0.0	1
3330	ENCFF307GHJ	K562	POLR3G	K562	8.566766671119739	0.0	0.0	1
3331	ENCFF307JCM	A549	PHF8	K562	46.63181668293568	0.0	0.0	1
3332	ENCFF307UZC	K562	ZNF75A	K562	31.57345762064414	0.0	0.0	1
3333	ENCFF308CTG	HepG2	ZNF384	K562	33.51054955650268	0.0	0.0	1
3334	ENCFF308RXD	HepG2	ISL2	K562	51.507149287525635	0.0	0.0	1
3335	ENCFF308STQ	HepG2	NRF1	K562	44.36822658076481	0.0	0.0	1
3336	ENCFF308VAI	K562	ZBTB49	K562	26.300119491252172	0.0	0.0	1
3337	ENCFF309DMZ	K562	THRA	K562	21.323115811817054	0.0	0.0	1
3338	ENCFF310CCS	K562	USF1	K562	56.86150018821297	0.0	0.0	1
3339	ENCFF310IDS	A549	CHD2	K562	27.594421131325028	0.0	0.0	1
3340	ENCFF310IWF	HepG2	ZNF564	K562	42.95365097573195	0.0	0.0	1
3341	ENCFF310TQK	HepG2	BHLHA15	K562	26.61745612927423	0.0	0.0	1
3342	ENCFF312HBF	A549	BCL3	K562	54.638927145339636	0.0	0.0	1
3343	ENCFF312YZB	HepG2	NCOA5	K562	12.81832808021181	0.0	0.0	1
3344	ENCFF313BSI	HepG2	ZNF18	K562	43.571298208226985	0.0	0.0	1
3345	ENCFF313VEF	K562	MBD1	K562	26.298092898324143	0.0	0.0	1
3346	ENCFF314CDT	HepG2	TEAD3	K562	59.00341800044883	0.0	0.0	1
3347	ENCFF314KET	HepG2	CREB1	K562	45.22242254205869	0.0	0.0	1
3348	ENCFF317GWN	HepG2	RFXANK	K562	34.41173298828739	0.0	0.0	1
3349	ENCFF318CUZ	HepG2	FOXO4	K562	27.593961376017372	0.0	0.0	1
3350	ENCFF318ZUN	K562	ZNF436	K562	22.811349666602112	0.0	0.0	1
3351	ENCFF320EKJ	HepG2	ZFP36L2	K562	21.402632690602363	0.0	0.0	1
3352	ENCFF320KEW	MCF-7	ZNF512B	K562	18.034311746210513	0.0	0.0	1
3353	ENCFF321LMQ	K562	NFRKB	K562	47.997853282925256	0.0	0.0	1
3354	ENCFF321MKV	HepG2	ZNF10	K562	8.871007585762355	0.0	0.0	1
3355	ENCFF321MWB	HepG2	ZNF235	K562	35.06667113427832	0.0	0.0	1
3356	ENCFF321UQK	HepG2	SRSF1	K562	39.09923985186144	0.0	0.0	1
3357	ENCFF322CXC	HepG2	RFXAP	K562	48.45237163689551	0.0	0.0	1
3358	ENCFF322IPP	HepG2	ZNF879	K562	32.39953861010764	0.0	0.0	1
3359	ENCFF322IVF	HepG2	ZNF501	K562	65.36859705448771	0.0	0.0	1
3360	ENCFF324ELP	K562	CREM	K562	92.89751354429029	0.0	0.0	1
3361	ENCFF326CIT	K562	UBTF	K562	64.14049942729679	0.0	0.0	1
3362	ENCFF328ZJV	MCF-7	ZBTB11	K562	20.029187083313477	0.0	0.0	1
3363	ENCFF330EGV	K562	ERF	K562	20.08183657596549	0.0	0.0	1
3364	ENCFF330OCU	A549	CBX8	K562	1.2372110306967825	0.10070348812512833	0.9429257389432413	0
3365	ENCFF330OKC	HepG2	CSRNP1	K562	46.267346880739844	0.0	0.0	1
3366	ENCFF330SXS	HepG2	ZFP1	K562	39.42463310811149	0.0	0.0	1
3367	ENCFF331BSI	HepG2	FOXO1	K562	47.931556864883596	0.0	0.0	1
3368	ENCFF331QMY	HepG2	ZNF850	K562	24.850617905528853	0.0	0.0	1
3369	ENCFF332AZX	MCF-7	TCF7L2	K562	22.844944775660473	0.0	0.0	1
3370	ENCFF332FUE	HepG2	YBX1	K562	0.34784563795548995	0.3617136954440489	1.0	0
3371	ENCFF332MPQ	HepG2	ZNF839	K562	32.30348027892741	0.0	0.0	1
3372	ENCFF333PIQ	HepG2	CAMTA2	K562	33.060550509633075	0.0	0.0	1
3373	ENCFF335VOJ	K562	PYGO2	K562	30.03709614169702	0.0	0.0	1
3374	ENCFF335VPW	HepG2	POGK	K562	52.9095197173221	0.0	0.0	1
3375	ENCFF335ZTU	K562	SMAD3	K562	17.298748976303884	0.0	0.0	1
3376	ENCFF338JHW	HepG2	HDAC6	K562	12.00184687405439	0.0	0.0	1
3377	ENCFF338YFQ	HepG2	SOX18	K562	32.11696095835352	0.0	0.0	1
3378	ENCFF339BDC	MCF-7	ZBTB7B	K562	24.67378047166665	0.0	0.0	1
3379	ENCFF339GYF	HepG2	ZGPAT	K562	68.52819006123899	0.0	0.0	1
3380	ENCFF339ZPY	HepG2	SMAD9	K562	27.39169696392057	0.0	0.0	1
3381	ENCFF340TNC	HepG2	ZNF556	K562	48.87548207736655	0.0	0.0	1
3382	ENCFF340VOQ	HepG2	TFDP2	K562	53.41535513480435	0.0	0.0	1
3383	ENCFF341CNM	K562	NFXL1	K562	25.6856375582986	0.0	0.0	1
3384	ENCFF341HVV	A549	CBX2	K562	3.4641016151377544	5.075883336361056e-06	4.832141479403918e-05	1
3385	ENCFF342ETP	HepG2	SP110	K562	22.950789205607915	0.0	0.0	1
3386	ENCFF342NSW	MCF-7	NCOA3	K562	18.127084417812984	0.0	0.0	1
3387	ENCFF343BIK	A549	GABPA	K562	51.89174410682223	0.0	0.0	1
3388	ENCFF344MKI	K562	ARID2	K562	46.61005343927514	0.0	0.0	1
3389	ENCFF345BUG	K562	PBX2	K562	71.64129339112468	0.0	0.0	1
3390	ENCFF345IHK	K562	ZNF589	K562	83.02390955731701	0.0	0.0	1
3391	ENCFF346AOR	K562	ZBTB7A	K562	68.48204291719279	0.0	0.0	1
3392	ENCFF347UBA	HepG2	SP5	K562	51.07528392972508	0.0	0.0	1
3393	ENCFF348MDS	HepG2	AGO2	K562	42.93427442933589	0.0	0.0	1
3394	ENCFF349MFA	HepG2	HNRNPUL1	K562	17.961339509287324	0.0	0.0	1
3395	ENCFF349OOT	HepG2	ZBTB38	K562	54.66002238944804	0.0	0.0	1
3396	ENCFF349PJY	HepG2	ZNF24	K562	26.27964049527248	0.0	0.0	1
3397	ENCFF349VSP	K562	KAT2B	K562	17.886751916440755	0.0	0.0	1
3398	ENCFF350CKI	HepG2	NR2F6	K562	44.230193266914185	0.0	0.0	1
3399	ENCFF351COM	HepG2	MYRF	K562	30.324436816516258	0.0	0.0	1
3400	ENCFF352NGK	K562	ZNF785	K562	12.326027664664739	0.0	0.0	1
3401	ENCFF353STA	HepG2	ZNF431	K562	39.94548952568288	0.0	0.0	1
3402	ENCFF354VWZ	HepG2	POLR2A	K562	56.72767698354543	0.0	0.0	1
3403	ENCFF356WOE	MCF-7	ZBTB33	K562	17.18961350914678	0.0	0.0	1
3404	ENCFF356ZVN	HepG2	HNF4A	K562	28.08970772426301	0.0	0.0	1
3405	ENCFF358INM	HepG2	TFE3	K562	51.07566531922151	0.0	0.0	1
3406	ENCFF359DKY	HepG2	GRHL1	K562	6.956732467336441	2.3775224178242873e-19	2.3524006678018207e-18	1
3407	ENCFF359ZQQ	K562	DMBX1	K562	78.13576152356437	0.0	0.0	1
3408	ENCFF361JRX	HepG2	KDM4B	K562	40.3923859633912	0.0	0.0	1
3409	ENCFF361NJR	HepG2	TCF7L2	K562	11.409178057614122	0.0	0.0	1
3410	ENCFF361PBY	HepG2	ZNF362	K562	45.45126539472694	0.0	0.0	1
3411	ENCFF362JHQ	K562	TFDP1	K562	82.29209037716655	0.0	0.0	1
3412	ENCFF362PMI	HepG2	ZNF274	K562	-2.0	0.9586621843181274	1.0	0
3413	ENCFF362UGH	K562	JUNB	K562	65.74201280424818	0.0	0.0	1
3414	ENCFF364DXQ	HepG2	ZNF598	K562	44.61364342723955	0.0	0.0	1
3415	ENCFF365ETH	K562	GMEB1	K562	91.80614258695476	0.0	0.0	1
3416	ENCFF366KEF	HepG2	TMF1	K562	36.90005791557745	0.0	0.0	1
3417	ENCFF366XDW	K562	NFE2L1	K562	34.7641521373806	0.0	0.0	1
